Reaction.Type,y,I,day
1,1,898,55.29080844
2,0,899,55.29154089
2,0,898,55.29499098
1,1,897,55.29657717
2,0,898,55.29723362
1,1,897,55.30597499
1,1,898,55.30660397
1,1,899,55.30944698
2,0,900,55.30960598
2,0,899,55.30979097
1,1,898,55.31696705
2,0,899,55.3193083
2,0,898,55.32058548
2,0,897,55.32227478
2,0,896,55.32514398
2,0,895,55.32744239
2,0,894,55.32769527
2,0,893,55.3279057
1,1,892,55.3342123
2,0,893,55.33628564
2,0,892,55.3366233
2,0,891,55.3399932
1,1,890,55.34124697
1,1,891,55.34148843
1,1,892,55.34395687
2,0,893,55.3451667
2,0,892,55.34851084
1,1,891,55.34855802
2,0,892,55.35305136
2,0,891,55.35577763
2,0,890,55.35926697
2,0,889,55.36279847
2,0,888,55.36364771
2,0,887,55.36403295
2,0,886,55.36472144
1,1,885,55.36747216
2,0,886,55.36878915
1,1,885,55.36944622
2,0,886,55.37083973
2,0,885,55.3718305
2,0,884,55.3725294
2,0,883,55.3731643
2,0,882,55.37452935
1,1,881,55.37473106
2,0,882,55.37494839
1,1,881,55.37591416
1,1,882,55.37605828
1,1,883,55.37827497
1,1,884,55.37885884
2,0,885,55.38401787
2,0,884,55.38722043
2,0,883,55.38795114
2,0,882,55.38802183
2,0,881,55.38817029
2,0,880,55.38971754
1,1,879,55.39161726
1,1,880,55.39637631
2,0,881,55.39654886
1,1,880,55.39817514
2,0,881,55.39830174
2,0,880,55.40053315
2,0,879,55.40299259
2,0,878,55.40333858
2,0,877,55.40433732
2,0,876,55.4045716
2,0,875,55.41079163
2,0,874,55.41118091
2,0,873,55.4115552
2,0,872,55.41202898
2,0,871,55.41538989
2,0,870,55.41826883
2,0,869,55.42525556
1,1,868,55.42639022
2,0,869,55.43094468
1,1,868,55.43284626
1,1,869,55.43358538
2,0,870,55.43494049
2,0,869,55.43554965
2,0,868,55.43625668
2,0,867,55.43883831
1,1,866,55.44414238
2,0,867,55.44483755
2,0,866,55.44500226
1,1,865,55.44779889
1,1,866,55.450282
2,0,867,55.45092084
2,0,866,55.45454729
1,1,865,55.45538105
2,0,866,55.45559143
1,1,865,55.45586607
2,0,866,55.45624283
2,0,865,55.45739984
1,1,864,55.4576998
2,0,865,55.45813626
2,0,864,55.45874233
1,1,863,55.45902979
2,0,864,55.46224034
1,1,863,55.46587462
2,0,864,55.46614276
1,1,863,55.46636813
1,1,864,55.4682677
1,1,865,55.47032956
2,0,866,55.47221308
2,0,865,55.47305706
2,0,864,55.47534683
2,0,863,55.47663674
2,0,862,55.4785347
1,1,861,55.47897489
2,0,862,55.47902955
2,0,861,55.47965621
1,1,860,55.48449914
1,1,861,55.48667582
2,0,862,55.48844555
1,1,861,55.49126365
1,1,862,55.49483974
2,0,863,55.49605244
1,1,862,55.4980504
2,0,863,55.49892003
1,1,862,55.50090077
2,0,863,55.50131753
1,1,862,55.50456789
2,0,863,55.50581268
1,1,862,55.50679817
2,0,863,55.51664503
2,0,862,55.51766538
1,1,861,55.51814505
1,1,862,55.52066918
2,0,863,55.52269663
2,0,862,55.52372105
1,1,861,55.52795936
2,0,862,55.52876168
2,0,861,55.52927498
1,1,860,55.53167765
2,0,861,55.53169255
1,1,860,55.53204241
1,1,861,55.53238722
1,1,862,55.53455127
1,1,863,55.53567499
1,1,864,55.53840962
1,1,865,55.54160712
2,0,866,55.54241406
1,1,865,55.5480647
1,1,866,55.54806715
1,1,867,55.54904986
1,1,868,55.54909836
2,0,869,55.55005149
1,1,868,55.55047201
2,0,869,55.55059641
1,1,868,55.55097916
2,0,869,55.55218456
2,0,868,55.55617704
1,1,867,55.55823186
1,1,868,55.56315356
2,0,869,55.56342746
1,1,868,55.56631827
1,1,869,55.56676015
2,0,870,55.56806543
1,1,869,55.5694855
1,1,870,55.57146024
2,0,871,55.57261634
1,1,870,55.57275157
2,0,871,55.57290693
2,0,870,55.57321488
1,1,869,55.57497119
2,0,870,55.57504698
2,0,869,55.57512332
1,1,868,55.57534804
1,1,869,55.5754199
1,1,870,55.57825938
2,0,871,55.58145761
1,1,870,55.58394283
2,0,871,55.58843713
2,0,870,55.59027429
2,0,869,55.59254488
1,1,868,55.5926936
1,1,869,55.59289513
2,0,870,55.59375426
2,0,869,55.6026752
1,1,868,55.6065769
1,1,869,55.60792093
1,1,870,55.60889434
1,1,871,55.61484299
2,0,872,55.61687087
2,0,871,55.62198657
2,0,870,55.6225371
2,0,869,55.62461218
2,0,868,55.62486013
1,1,867,55.62996319
2,0,868,55.63115826
1,1,867,55.63266582
1,1,868,55.63826022
2,0,869,55.64890313
1,1,868,55.65074224
2,0,869,55.65170923
2,0,868,55.65370296
2,0,867,55.66119377
2,0,866,55.66223253
2,0,865,55.66516383
2,0,864,55.66736659
1,1,863,55.67034379
2,0,864,55.6743827
1,1,863,55.67857866
1,1,864,55.67915106
2,0,865,55.68135165
1,1,864,55.68398726
1,1,865,55.68623554
1,1,866,55.68749165
2,0,867,55.68773915
1,1,866,55.69147818
2,0,867,55.69271121
1,1,866,55.69316412
2,0,867,55.69325862
1,1,866,55.69807114
1,1,867,55.69892998
2,0,868,55.69894337
1,1,867,55.69907331
1,1,868,55.69959428
2,0,869,55.70074284
1,1,868,55.70360707
2,0,869,55.70482898
2,0,868,55.71186966
1,1,867,55.71254735
1,1,868,55.71283649
1,1,869,55.71369192
1,1,870,55.71699502
2,0,871,55.71742774
1,1,870,55.71966833
2,0,871,55.72057976
1,1,870,55.72119699
1,1,871,55.7221351
1,1,872,55.72242961
2,0,873,55.723897
1,1,872,55.72712155
1,1,873,55.72754378
2,0,874,55.73173712
1,1,873,55.73230991
1,1,874,55.73383501
2,0,875,55.73412786
1,1,874,55.73418185
2,0,875,55.73934678
2,0,874,55.74012999
1,1,873,55.74081284
1,1,874,55.74522819
2,0,875,55.74969924
1,1,874,55.75061552
2,0,875,55.75127029
1,1,874,55.7528513
1,1,875,55.75756542
2,0,876,55.75840643
1,1,875,55.76050228
2,0,876,55.76112578
2,0,875,55.7616629
2,0,874,55.76336374
1,1,873,55.76530028
1,1,874,55.76625195
1,1,875,55.76713786
2,0,876,55.76863121
2,0,875,55.76930344
1,1,874,55.7698599
1,1,875,55.77041877
1,1,876,55.77982075
2,0,877,55.78166669
1,1,876,55.78237797
1,1,877,55.78395032
1,1,878,55.79041295
2,0,879,55.79053451
2,0,878,55.79191922
2,0,877,55.79238441
1,1,876,55.79612241
2,0,877,55.79674857
2,0,876,55.79969396
2,0,875,55.80017237
2,0,874,55.80134552
1,1,873,55.80170919
2,0,874,55.80368469
1,1,873,55.80374504
2,0,874,55.80688345
2,0,873,55.80969154
1,1,872,55.81067684
1,1,873,55.81355529
1,1,874,55.81393929
2,0,875,55.81536241
1,1,874,55.8154172
1,1,875,55.81543339
1,1,876,55.819499
1,1,877,55.8272545
1,1,878,55.82884825
2,0,879,55.8298233
1,1,878,55.83305245
1,1,879,55.83459791
1,1,880,55.83717974
2,0,881,55.83749034
1,1,880,55.84121099
2,0,881,55.84235699
2,0,880,55.84343866
1,1,879,55.84642633
2,0,880,55.8481641
1,1,879,55.85135163
2,0,880,55.85162632
2,0,879,55.85168393
1,1,878,55.8525585
1,1,879,55.85444087
1,1,880,55.85447502
1,1,881,55.85471847
1,1,882,55.85498404
2,0,883,55.85837318
2,0,882,55.86791114
1,1,881,55.86865919
2,0,882,55.86900441
2,0,881,55.86975468
1,1,880,55.87070535
2,0,881,55.87184929
1,1,880,55.88071415
2,0,881,55.88277656
1,1,880,55.88309503
1,1,881,55.88608808
1,1,882,55.89096718
2,0,883,55.89145052
1,1,882,55.8938049
2,0,883,55.89527893
2,0,882,55.89771657
2,0,881,55.89799896
2,0,880,55.90202948
2,0,879,55.90344759
1,1,878,55.90465902
1,1,879,55.9082894
1,1,880,55.9151717
2,0,881,55.92058101
2,0,880,55.92093004
2,0,879,55.92101211
1,1,878,55.92181185
1,1,879,55.9221845
1,1,880,55.92356246
1,1,881,55.9239932
2,0,882,55.92762474
1,1,881,55.92907882
1,1,882,55.92981654
1,1,883,55.92987819
2,0,884,55.93236341
2,0,883,55.93244272
2,0,882,55.93570176
2,0,881,55.93683348
1,1,880,55.93700187
2,0,881,55.9380339
1,1,880,55.93969159
1,1,881,55.94608941
2,0,882,55.94703687
2,0,881,55.94795205
2,0,880,55.94827354
1,1,879,55.94915647
1,1,880,55.96128174
2,0,881,55.9627211
2,0,880,55.96320457
1,1,879,55.96440396
2,0,880,55.96686507
2,0,879,55.9671746
1,1,878,55.96739222
1,1,879,55.97125685
1,1,880,55.97252266
1,1,881,55.97648338
1,1,882,55.98016755
1,1,883,55.98058872
2,0,884,55.98246752
2,0,883,55.9826309
2,0,882,55.98520877
2,0,881,55.9917218
1,1,880,55.99592994
2,0,881,55.99595965
2,0,880,56.00333784
1,1,879,56.00351322
1,1,880,56.00476384
2,0,881,56.0064729
1,1,880,56.00733725
1,1,881,56.00740636
2,0,882,56.00947416
2,0,881,56.01040314
2,0,880,56.0110348
2,0,879,56.0131038
1,1,878,56.01411338
2,0,879,56.01641396
1,1,878,56.01816925
1,1,879,56.01839235
2,0,880,56.01972216
2,0,879,56.02180095
2,0,878,56.02324415
2,0,877,56.02445478
2,0,876,56.02460072
2,0,875,56.02516123
2,0,874,56.02591418
1,1,873,56.02809623
2,0,874,56.02933363
1,1,873,56.02978683
2,0,874,56.02984603
1,1,873,56.0309624
1,1,874,56.0394364
1,1,875,56.03956465
1,1,876,56.04026875
1,1,877,56.04042745
2,0,878,56.04196592
1,1,877,56.04649423
2,0,878,56.04806379
1,1,877,56.05574967
2,0,878,56.05644905
2,0,877,56.058302
2,0,876,56.05890421
1,1,875,56.06070559
1,1,876,56.06370963
1,1,877,56.06446661
2,0,878,56.06517811
2,0,877,56.06650004
1,1,876,56.06753549
2,0,877,56.06818798
2,0,876,56.0687487
2,0,875,56.07431882
2,0,874,56.07553631
2,0,873,56.07656514
1,1,872,56.08023233
1,1,873,56.0836255
1,1,874,56.08374402
2,0,875,56.08436568
1,1,874,56.08624946
2,0,875,56.08685149
2,0,874,56.088484
1,1,873,56.090174
2,0,874,56.09175511
1,1,873,56.0960862
2,0,874,56.09784994
2,0,873,56.09849974
2,0,872,56.09953366
2,0,871,56.10344664
1,1,870,56.10386098
2,0,871,56.11467792
2,0,870,56.11539935
2,0,869,56.11827001
2,0,868,56.12053649
2,0,867,56.12071384
2,0,866,56.12730639
1,1,865,56.12782508
2,0,866,56.13086814
2,0,865,56.13571165
1,1,864,56.14307787
2,0,865,56.14404575
1,1,864,56.14419217
2,0,865,56.14467806
2,0,864,56.14486062
2,0,863,56.14550961
1,1,862,56.15026375
2,0,863,56.15887747
2,0,862,56.16033494
1,1,861,56.16081493
1,1,862,56.16093124
2,0,863,56.16567464
2,0,862,56.16610295
1,1,861,56.16688436
2,0,862,56.17415213
1,1,861,56.174532
2,0,862,56.17537307
1,1,861,56.17595271
1,1,862,56.18130337
2,0,863,56.18250946
2,0,862,56.1882938
2,0,861,56.18978436
1,1,860,56.19337791
1,1,861,56.19509693
1,1,862,56.19515394
1,1,863,56.19626845
1,1,864,56.19734498
2,0,865,56.19907016
1,1,864,56.19919591
2,0,865,56.201142
2,0,864,56.20201146
1,1,863,56.20256825
2,0,864,56.20410453
1,1,863,56.20449009
1,1,864,56.20558812
1,1,865,56.2076194
1,1,866,56.21114718
1,1,867,56.2114852
2,0,868,56.21276831
2,0,867,56.21296537
2,0,866,56.21561579
2,0,865,56.21681763
2,0,864,56.21782493
2,0,863,56.21826161
2,0,862,56.21954722
2,0,861,56.2197072
1,1,860,56.21992416
2,0,861,56.22332162
2,0,860,56.22472653
1,1,859,56.2279123
1,1,860,56.22876252
1,1,861,56.23220517
2,0,862,56.23340983
2,0,861,56.23370737
2,0,860,56.23568255
2,0,859,56.23594587
1,1,858,56.23666805
1,1,859,56.23805078
1,1,860,56.24146531
1,1,861,56.24167147
2,0,862,56.24238678
1,1,861,56.2430648
1,1,862,56.24657923
1,1,863,56.24736981
1,1,864,56.24868122
1,1,865,56.2500029
1,1,866,56.2509963
1,1,867,56.25438774
1,1,868,56.25479625
2,0,869,56.25562548
2,0,868,56.25962016
2,0,867,56.26148898
2,0,866,56.26492135
1,1,865,56.27532378
1,1,866,56.27726001
1,1,867,56.27816337
2,0,868,56.28033524
2,0,867,56.28156563
1,1,866,56.28184158
1,1,867,56.28251074
2,0,868,56.28749492
1,1,867,56.28860813
2,0,868,56.29179103
1,1,867,56.29216607
2,0,868,56.29540941
1,1,867,56.29636751
1,1,868,56.29825858
2,0,869,56.2989048
1,1,868,56.29923643
2,0,869,56.29996548
2,0,868,56.30102522
1,1,867,56.30105152
2,0,868,56.30298933
1,1,867,56.30700714
2,0,868,56.30730032
2,0,867,56.30845583
1,1,866,56.30868685
2,0,867,56.30911134
2,0,866,56.31342185
1,1,865,56.31350555
1,1,866,56.31664612
2,0,867,56.32322148
1,1,866,56.32511763
2,0,867,56.32735878
1,1,866,56.33144235
2,0,867,56.33281047
2,0,866,56.33429203
2,0,865,56.33444834
1,1,864,56.33492076
2,0,865,56.33947383
1,1,864,56.33960694
2,0,865,56.34197915
2,0,864,56.34198474
2,0,863,56.3443763
1,1,862,56.34976125
2,0,863,56.35057809
2,0,862,56.35323978
1,1,861,56.35346251
1,1,862,56.35600813
1,1,863,56.35801835
2,0,864,56.35842549
2,0,863,56.36172675
2,0,862,56.36173065
2,0,861,56.36442591
1,1,860,56.36871893
1,1,861,56.36991422
1,1,862,56.36998527
1,1,863,56.37734446
1,1,864,56.38193061
2,0,865,56.38412917
2,0,864,56.38656679
1,1,863,56.39513524
2,0,864,56.40030534
1,1,863,56.40061465
1,1,864,56.40168264
1,1,865,56.40260011
2,0,866,56.40937643
2,0,865,56.40967855
1,1,864,56.41135978
2,0,865,56.41715492
1,1,864,56.42166401
1,1,865,56.42283158
2,0,866,56.42625338
2,0,865,56.42673836
1,1,864,56.42687592
1,1,865,56.42868466
2,0,866,56.43250322
2,0,865,56.43605023
2,0,864,56.43923442
2,0,863,56.44068764
2,0,862,56.4408278
1,1,861,56.44345574
2,0,862,56.44382955
1,1,861,56.44446622
1,1,862,56.44478364
1,1,863,56.44504419
1,1,864,56.44624297
1,1,865,56.44747108
2,0,866,56.4503938
2,0,865,56.45185827
2,0,864,56.45471804
2,0,863,56.45493709
1,1,862,56.4570715
1,1,863,56.45893006
1,1,864,56.46074157
1,1,865,56.46137398
2,0,866,56.46226728
2,0,865,56.46342293
2,0,864,56.46408681
1,1,863,56.46539159
2,0,864,56.46591346
2,0,863,56.46842845
2,0,862,56.46892729
2,0,861,56.47109437
1,1,860,56.47145452
1,1,861,56.47218106
2,0,862,56.47247603
2,0,861,56.47304398
1,1,860,56.48141026
2,0,861,56.48171593
1,1,860,56.48264722
1,1,861,56.4831754
2,0,862,56.48521926
1,1,861,56.48995006
2,0,862,56.49019078
2,0,861,56.49086715
1,1,860,56.4917559
1,1,861,56.49230247
1,1,862,56.49408988
1,1,863,56.49562421
2,0,864,56.50870283
2,0,863,56.50892621
2,0,862,56.51044422
2,0,861,56.51187785
1,1,860,56.51313985
2,0,861,56.51549088
2,0,860,56.5163148
1,1,859,56.51654523
2,0,860,56.51766896
2,0,859,56.51966607
2,0,858,56.52341844
2,0,857,56.52355026
2,0,856,56.52446829
1,1,855,56.52809168
1,1,856,56.52993826
1,1,857,56.53289068
1,1,858,56.53502553
2,0,859,56.53689231
1,1,858,56.54060119
2,0,859,56.54168877
1,1,858,56.54338294
2,0,859,56.5474879
1,1,858,56.54961189
1,1,859,56.5498452
2,0,860,56.55163686
1,1,859,56.55322365
2,0,860,56.5584815
1,1,859,56.5610516
1,1,860,56.56382811
2,0,861,56.56848488
1,1,860,56.56972063
1,1,861,56.5716065
2,0,862,56.57738835
1,1,861,56.58147285
2,0,862,56.58412574
1,1,861,56.58763586
2,0,862,56.59019103
2,0,861,56.59248633
2,0,860,56.59330029
2,0,859,56.59348503
1,1,858,56.59588253
1,1,859,56.59855755
1,1,860,56.59907572
2,0,861,56.60044842
2,0,860,56.60098835
1,1,859,56.60215324
2,0,860,56.6026956
2,0,859,56.6029035
1,1,858,56.60342366
1,1,859,56.60575258
1,1,860,56.60767135
2,0,861,56.61015882
2,0,860,56.61050884
2,0,859,56.61060892
1,1,858,56.61249663
1,1,859,56.61730317
2,0,860,56.61978427
1,1,859,56.62223648
2,0,860,56.62308998
2,0,859,56.62410408
1,1,858,56.62739864
2,0,859,56.62812515
1,1,858,56.62898252
1,1,859,56.63080182
1,1,860,56.63107107
1,1,861,56.63300362
2,0,862,56.63433858
1,1,861,56.6371874
2,0,862,56.64054603
2,0,861,56.64082296
2,0,860,56.64413187
1,1,859,56.64489334
2,0,860,56.64600291
2,0,859,56.64651874
2,0,858,56.6510888
1,1,857,56.65264616
2,0,858,56.65275577
2,0,857,56.65472466
2,0,856,56.65535016
1,1,855,56.65735908
1,1,856,56.65805705
1,1,857,56.66199019
2,0,858,56.66323182
2,0,857,56.66539345
1,1,856,56.66613885
2,0,857,56.66761521
2,0,856,56.67015532
2,0,855,56.67668143
1,1,854,56.676723
1,1,855,56.67810054
1,1,856,56.68046527
2,0,857,56.68127539
2,0,856,56.68139799
2,0,855,56.68545313
2,0,854,56.68791713
2,0,853,56.68797747
2,0,852,56.69014508
1,1,851,56.69204211
2,0,852,56.69259288
1,1,851,56.69303927
1,1,852,56.69428656
2,0,853,56.70388901
1,1,852,56.70540367
2,0,853,56.70628357
1,1,852,56.70871078
1,1,853,56.71035158
2,0,854,56.7118413
1,1,853,56.71303755
1,1,854,56.71461497
1,1,855,56.71526398
2,0,856,56.71838964
1,1,855,56.72756564
1,1,856,56.72798927
1,1,857,56.73106766
1,1,858,56.73120408
1,1,859,56.7340754
1,1,860,56.73454598
2,0,861,56.73882804
2,0,860,56.74270845
2,0,859,56.74480681
1,1,858,56.74848372
1,1,859,56.75169263
1,1,860,56.75263867
1,1,861,56.75326796
1,1,862,56.75870203
2,0,863,56.76018869
2,0,862,56.76629892
1,1,861,56.7664524
1,1,862,56.76869458
1,1,863,56.76980409
2,0,864,56.77384887
2,0,863,56.77462395
2,0,862,56.77498641
1,1,861,56.77567897
1,1,862,56.7759693
1,1,863,56.78021708
2,0,864,56.78131672
1,1,863,56.78359571
2,0,864,56.78654214
2,0,863,56.78730374
2,0,862,56.79355659
2,0,861,56.79580196
2,0,860,56.79767457
2,0,859,56.7978676
1,1,858,56.79960498
1,1,859,56.79975922
1,1,860,56.81074528
2,0,861,56.81078897
1,1,860,56.81084099
1,1,861,56.81204701
2,0,862,56.81208379
1,1,861,56.81433891
2,0,862,56.81679803
2,0,861,56.82187515
1,1,860,56.82235054
2,0,861,56.82240001
1,1,860,56.82424546
2,0,861,56.82546764
2,0,860,56.82732424
2,0,859,56.82801668
2,0,858,56.82820175
2,0,857,56.82874271
1,1,856,56.82888768
2,0,857,56.83076232
2,0,856,56.83179961
1,1,855,56.83206148
1,1,856,56.83272037
1,1,857,56.83367151
2,0,858,56.83765798
2,0,857,56.83794166
1,1,856,56.83900861
1,1,857,56.84059936
1,1,858,56.84330606
2,0,859,56.84548948
2,0,858,56.84744536
2,0,857,56.84926836
2,0,856,56.85031433
1,1,855,56.85097093
2,0,856,56.85871778
1,1,855,56.86092073
1,1,856,56.86103691
1,1,857,56.86112136
2,0,858,56.87160885
1,1,857,56.87249427
2,0,858,56.87464087
1,1,857,56.87709208
2,0,858,56.87860716
1,1,857,56.88100781
1,1,858,56.8831006
2,0,859,56.88381404
1,1,858,56.88521977
2,0,859,56.88975536
1,1,858,56.8910364
1,1,859,56.89236617
2,0,860,56.89442644
1,1,859,56.89588655
1,1,860,56.89837583
2,0,861,56.89956113
2,0,860,56.90030317
2,0,859,56.90071756
1,1,858,56.90200733
2,0,859,56.9060074
1,1,858,56.91048283
2,0,859,56.91117894
2,0,858,56.91576578
2,0,857,56.91710755
1,1,856,56.91858607
2,0,857,56.91970257
1,1,856,56.92058021
2,0,857,56.9236566
2,0,856,56.92603448
2,0,855,56.92813169
2,0,854,56.93406578
1,1,853,56.93414362
1,1,854,56.93484135
1,1,855,56.93636331
1,1,856,56.94216861
2,0,857,56.94298888
1,1,856,56.94381278
1,1,857,56.94486699
2,0,858,56.94559949
2,0,857,56.95101732
2,0,856,56.95321445
1,1,855,56.95334914
1,1,856,56.95553578
2,0,857,56.95758256
2,0,856,56.95958383
1,1,855,56.95991633
2,0,856,56.96147043
1,1,855,56.96193298
2,0,856,56.96364728
1,1,855,56.96380012
1,1,856,56.96558097
2,0,857,56.96618752
1,1,856,56.96970138
1,1,857,56.9725457
1,1,858,56.97321599
1,1,859,56.97438279
2,0,860,56.97724512
1,1,859,56.9789136
1,1,860,56.98074911
2,0,861,56.98659364
2,0,860,56.98804693
1,1,859,56.98872293
1,1,860,56.99008047
2,0,861,56.99141893
2,0,860,56.99389424
2,0,859,56.99718321
1,1,858,56.99807012
1,1,859,56.99940349
2,0,860,57.00328458
2,0,859,57.00880446
2,0,858,57.01226805
2,0,857,57.01974549
2,0,856,57.0211681
2,0,855,57.02213343
2,0,854,57.02467892
1,1,853,57.0250584
1,1,854,57.02638532
1,1,855,57.02902162
2,0,856,57.03339411
2,0,855,57.03746255
2,0,854,57.0378372
1,1,853,57.03897233
2,0,854,57.04114271
1,1,853,57.04332711
2,0,854,57.04649117
1,1,853,57.04853616
1,1,854,57.04950048
1,1,855,57.05473213
2,0,856,57.0604473
1,1,855,57.06198837
2,0,856,57.06272306
2,0,855,57.06286057
1,1,854,57.0664279
2,0,855,57.06843149
1,1,854,57.06845525
1,1,855,57.06847321
1,1,856,57.069768
2,0,857,57.07429357
1,1,856,57.0762313
2,0,857,57.07678923
2,0,856,57.07750745
1,1,855,57.08877225
1,1,856,57.08996853
1,1,857,57.09012196
2,0,858,57.09060112
1,1,857,57.09318053
2,0,858,57.09860825
2,0,857,57.10480154
2,0,856,57.10912076
1,1,855,57.1174668
2,0,856,57.1242324
1,1,855,57.12937392
2,0,856,57.13013147
1,1,855,57.1305096
1,1,856,57.13163466
2,0,857,57.13408165
2,0,856,57.14555717
1,1,855,57.14693397
2,0,856,57.14839891
2,0,855,57.1542571
1,1,854,57.15564592
2,0,855,57.15754726
1,1,854,57.16119264
2,0,855,57.16203746
1,1,854,57.16275519
2,0,855,57.16505167
1,1,854,57.17383624
2,0,855,57.17515989
1,1,854,57.18170136
1,1,855,57.18547248
2,0,856,57.18939407
1,1,855,57.19003812
1,1,856,57.1906672
2,0,857,57.19432912
1,1,856,57.19476651
2,0,857,57.1968142
2,0,856,57.19773068
1,1,855,57.2093311
1,1,856,57.20984578
2,0,857,57.21260055
1,1,856,57.22465532
1,1,857,57.23039651
1,1,858,57.23726328
2,0,859,57.24325404
1,1,858,57.24674656
1,1,859,57.24815364
1,1,860,57.24853286
2,0,861,57.25210243
1,1,860,57.25264039
1,1,861,57.2535698
2,0,862,57.25772824
1,1,861,57.26167509
2,0,862,57.26599067
1,1,861,57.26638517
2,0,862,57.26724072
2,0,861,57.26804167
2,0,860,57.27473973
1,1,859,57.28707589
1,1,860,57.29213487
1,1,861,57.29473461
1,1,862,57.2949362
1,1,863,57.29597959
1,1,864,57.29703698
2,0,865,57.2979046
1,1,864,57.29885661
2,0,865,57.30245855
1,1,864,57.302805
1,1,865,57.30332494
1,1,866,57.30363616
1,1,867,57.30842936
1,1,868,57.30876299
2,0,869,57.31075485
2,0,868,57.31739489
1,1,867,57.32474132
1,1,868,57.32798959
1,1,869,57.33255878
2,0,870,57.33297129
1,1,869,57.33485005
1,1,870,57.34130965
1,1,871,57.34620659
1,1,872,57.34628905
1,1,873,57.34866671
1,1,874,57.35067442
1,1,875,57.35079056
1,1,876,57.35574473
2,0,877,57.35718212
2,0,876,57.35898161
2,0,875,57.36604972
1,1,874,57.37531658
1,1,875,57.37610389
1,1,876,57.38499881
2,0,877,57.38783909
1,1,876,57.38819366
2,0,877,57.39192403
1,1,876,57.39419183
1,1,877,57.40693936
1,1,878,57.4088248
2,0,879,57.40953626
1,1,878,57.41277243
1,1,879,57.41349331
1,1,880,57.4142026
2,0,881,57.41478144
1,1,880,57.41617142
2,0,881,57.41663003
1,1,880,57.41989583
1,1,881,57.42369219
1,1,882,57.43484902
2,0,883,57.43561382
2,0,882,57.44033438
2,0,881,57.44061438
1,1,880,57.44880194
2,0,881,57.44909224
2,0,880,57.45402616
2,0,879,57.4566477
2,0,878,57.46181296
2,0,877,57.4621249
1,1,876,57.46478753
2,0,877,57.46545339
1,1,876,57.46673923
1,1,877,57.46874376
2,0,878,57.46876402
1,1,877,57.46922633
2,0,878,57.47007353
2,0,877,57.47113805
2,0,876,57.47645921
1,1,875,57.48035623
2,0,876,57.48096946
1,1,875,57.4813526
1,1,876,57.48144494
1,1,877,57.48359419
1,1,878,57.4840467
1,1,879,57.48472725
1,1,880,57.48787504
1,1,881,57.49066316
1,1,882,57.49169816
2,0,883,57.49276881
2,0,882,57.49505637
1,1,881,57.49541455
1,1,882,57.50163275
2,0,883,57.50293382
1,1,882,57.51117969
1,1,883,57.51254074
1,1,884,57.51557026
2,0,885,57.51569585
1,1,884,57.51594878
1,1,885,57.52335522
2,0,886,57.52861658
1,1,885,57.53183128
1,1,886,57.53429178
1,1,887,57.53970172
2,0,888,57.54883293
1,1,887,57.55433734
1,1,888,57.55836358
2,0,889,57.5632432
2,0,888,57.5655664
1,1,887,57.56624128
1,1,888,57.57066039
2,0,889,57.57155563
2,0,888,57.5721538
2,0,887,57.57219947
2,0,886,57.57246535
2,0,885,57.57632372
1,1,884,57.5809962
2,0,885,57.5816147
2,0,884,57.58212052
2,0,883,57.58359144
1,1,882,57.58727998
1,1,883,57.58876809
1,1,884,57.59099639
2,0,885,57.59152263
1,1,884,57.59160202
1,1,885,57.59418904
1,1,886,57.60390984
2,0,887,57.60484995
1,1,886,57.6060052
2,0,887,57.60675363
1,1,886,57.61049224
1,1,887,57.61160028
1,1,888,57.61212195
1,1,889,57.61422362
2,0,890,57.61999482
2,0,889,57.63342228
2,0,888,57.63445517
1,1,887,57.63798797
1,1,888,57.6488166
1,1,889,57.64972648
1,1,890,57.65746905
1,1,891,57.6604947
1,1,892,57.66154637
1,1,893,57.66227312
1,1,894,57.66391786
2,0,895,57.66580371
1,1,894,57.66611325
2,0,895,57.67061702
1,1,894,57.67179566
1,1,895,57.67407356
2,0,896,57.67443513
1,1,895,57.67506539
1,1,896,57.67953398
2,0,897,57.6808576
1,1,896,57.68900618
2,0,897,57.68945714
1,1,896,57.69053592
1,1,897,57.69190172
1,1,898,57.69292895
2,0,899,57.69380007
2,0,898,57.69396084
1,1,897,57.69612914
1,1,898,57.69670947
1,1,899,57.69683213
1,1,900,57.69983179
2,0,901,57.70040107
1,1,900,57.71090892
2,0,901,57.71417965
2,0,900,57.71438187
1,1,899,57.71585412
1,1,900,57.71860599
1,1,901,57.72803032
1,1,902,57.73726671
2,0,903,57.73852367
1,1,902,57.73896932
2,0,903,57.74202674
1,1,902,57.74329348
1,1,903,57.75282915
2,0,904,57.75489191
2,0,903,57.75511486
2,0,902,57.75817882
1,1,901,57.76507106
2,0,902,57.7652639
2,0,901,57.77262958
2,0,900,57.77452822
1,1,899,57.77494503
2,0,900,57.77855482
2,0,899,57.77937536
1,1,898,57.78150071
2,0,899,57.78615416
1,1,898,57.78686056
2,0,899,57.78782539
1,1,898,57.79644134
1,1,899,57.79798519
2,0,900,57.80051423
1,1,899,57.80148505
2,0,900,57.80601768
1,1,899,57.81112613
2,0,900,57.81284868
2,0,899,57.81517176
2,0,898,57.81734739
2,0,897,57.82375092
1,1,896,57.82380034
2,0,897,57.82537793
1,1,896,57.82603298
1,1,897,57.82699045
1,1,898,57.82831788
1,1,899,57.83319411
